,pick1_encoded,pick2_encoded,pick3_encoded,pick4_encoded,pick5_encoded,winrate_pick1,winrate_pick2,winrate_pick3,winrate_pick4,winrate_pick5,count_pick1,count_pick2,count_pick3,count_pick4,count_pick5,kills,deaths,assists,team kpm,ckpm,gspd,gpr,gamelength,firstblood,firstdragon,dragons,elementaldrakes,firstherald,heralds,firstbaron,barons,firsttower,firstmidtower,firsttothreetowers,turretplates,earned gpm,goldat15,goldat20,goldat25,golddiffat15,golddiffat20,golddiffat25,xpdiffat20,xpdiffat25,wardsplaced,visionscore,wardskilled,controlwardsbought,cspm,minionkills,monsterkills,csat15,csdiffat15,csat20,csdiffat20,csat25,csdiffat25,damagetochampions,damagetakenperminute,damagemitigatedperminute
1464,40,27,92,111,68,0.5,0.3636363636363636,0.7142857142857143,0.4814814814814814,0.6,4.0,22.0,14.0,27.0,15.0,15,11,32,0.3306,0.5731,0.101275,0.9,2722,1,1,2,1,1,1,1,3,0,1,1,0,1259.6694,24852,35133,45897,1096,785,4006,-227,4830,183,452,113,72,33.5709,1192,331,560,-27,767,-20,905,6,94844,3586.9508,3604.5849
481,64,14,70,1,86,0.45,0.4444444444444444,0.6190476190476191,0.75,0.5714285714285714,20.0,9.0,21.0,8.0,7.0,7,0,20,0.2185,0.2185,0.161147,2.85,1922,1,1,4,4,0,0,1,1,1,1,1,4,1322.5911,25180,33516,45043,2143,3379,7004,1932,2760,127,331,54,43,38.0541,988,231,596,43,778,68,964,81,62695,2167.3361,2236.795
507,21,19,53,102,41,0.25,0.5,0.5714285714285714,0.5,0.5,4.0,18.0,7.0,14.0,34.0,2,10,5,0.0748,0.4486,-0.135677,-2.09,1605,0,0,1,1,0,0,0,0,0,0,0,6,917.7196,23166,32381,39839,-1412,-1074,-6095,972,-3812,75,188,29,39,34.2804,740,177,525,7,716,34,860,30,23995,2759.7009,2208.8972
1482,50,62,17,111,58,0.8181818181818182,0.7419354838709677,0.8484848484848485,0.8205128205128205,0.7142857142857143,11.0,31.0,33.0,39.0,21.0,18,9,43,0.6057,0.9086,0.148283,3.55,1783,1,1,3,3,1,1,1,1,1,1,1,6,1409.5457,28613,39891,48363,4456,6521,7325,3376,2545,111,310,75,41,36.8817,874,222,579,80,764,94,941,104,70706,3050.9478,2523.4324
935,2,48,0,102,87,0.5789473684210527,0.75,0.75,0.7142857142857143,0.5,19.0,12.0,28.0,21.0,2.0,7,24,19,0.2267,1.0038,-0.145939,-3.27,1853,0,1,2,2,0,0,0,0,0,0,0,4,965.3427,22887,32475,40000,-4499,-4101,-5734,-231,-2852,105,236,33,48,30.8904,755,199,488,-16,659,-13,797,-19,64202,3620.626,3134.6357
1185,62,51,37,72,32,0.6486486486486487,0.6666666666666666,0.6521739130434783,0.4242424242424242,0.75,37.0,3.0,23.0,33.0,8.0,20,6,53,0.6652,0.8647,0.134514,1.3,1804,0,1,4,4,1,1,1,2,1,1,1,1,1450.1441,25095,33437,47383,55,-1508,5017,-422,7899,118,287,56,48,37.3836,878,246,596,45,788,44,947,47,79703,2682.2395,2886.5854
991,61,57,9,108,85,0.4375,0.0,0.2857142857142857,0.5,0.25,16.0,4.0,14.0,12.0,8.0,10,15,18,0.2901,0.7253,-0.088586,-0.7,2068,1,1,2,2,0,0,0,0,0,0,0,1,1053.5977,26744,36127,44078,-260,-829,-1114,-4,-738,156,326,63,60,34.294,968,214,533,-33,755,-6,952,-26,60422,3176.2863,3288.6267
369,45,82,104,8,99,0.3461538461538461,0.2727272727272727,0.217391304347826,0.391304347826087,0.375,26.0,11.0,23.0,23.0,8.0,13,2,27,0.4056,0.468,0.201243,1.86,1923,1,0,3,3,1,2,1,2,1,1,1,3,1289.0172,23899,33221,43403,698,1760,4734,44,6496,117,346,69,60,35.5382,947,192,556,-8,714,-35,913,3,56186,2476.6303,2781.8097
1490,50,62,92,74,39,0.25,0.3076923076923077,0.35,0.15,0.0,4.0,26.0,20.0,20.0,3.0,7,19,22,0.2337,0.8681,-0.137386,-0.37,1797,1,0,0,0,1,1,0,0,0,1,0,2,968.7145,24772,34779,41906,-120,827,-2679,-408,-4710,103,258,43,54,33.4891,818,185,560,2,745,-10,888,-59,69886,3530.7513,2788.8481
403,26,26,91,108,1,0.5,0.5,0.5714285714285714,0.7777777777777778,0.5,16.0,6.0,7.0,9.0,14.0,11,6,27,0.4185,0.6468,0.107965,2.32,1577,1,1,2,2,0,0,1,1,1,0,1,5,1289.0298,25836,34172,46695,1995,1735,5500,-527,2591,94,233,44,32,36.4109,794,163,561,42,738,43,938,53,49536,2118.2625,1699.6322
373,61,82,46,22,99,0.5,0.6666666666666666,0.375,0.6666666666666666,0.6363636363636364,20.0,24.0,8.0,6.0,11.0,19,8,36,0.5925,0.842,0.100964,2.26,1924,1,0,3,3,0,1,1,1,1,1,1,1,1274.5322,23562,34014,45712,52,3403,8208,2583,9377,101,293,51,45,33.1185,868,194,517,10,712,45,881,71,74976,3130.0728,3005.8316
1182,56,41,92,3,32,0.9,0.8611111111111112,0.6538461538461539,0.8636363636363636,0.75,10.0,36.0,26.0,22.0,8.0,15,4,41,0.6004,0.7605,0.125076,0.49,1499,0,0,1,1,0,0,1,1,1,1,1,1,1338.2922,24068,35418,50103,363,3251,10479,3005,12035,85,192,45,28,37.5851,771,168,548,-2,775,44,939,86,49958,2646.7645,2290.447
1742,9,29,73,102,37,0.6296296296296297,0.75,0.6666666666666666,0.7142857142857143,0.3846153846153846,27.0,16.0,6.0,21.0,13.0,16,5,40,0.5591,0.7338,0.180891,2.57,1717,0,1,4,4,1,1,1,1,1,1,1,12,1393.244,25785,36048,47015,1704,3909,7368,3869,7441,109,246,44,32,34.4554,768,218,516,24,715,51,869,71,81313,3604.9272,2603.8672
1150,24,57,39,38,53,0.2857142857142857,0.0,0.25,0.4761904761904761,0.1666666666666666,7.0,4.0,4.0,21.0,6.0,7,14,12,0.2323,0.6969,-0.119519,-0.09,1808,1,1,3,3,1,1,0,0,0,0,0,4,1009.2146,25543,34770,41657,738,1192,-4706,2905,-5358,126,265,42,42,34.7788,843,205,538,-26,748,-32,894,-60,45289,3054.2588,3010.8186
1493,55,63,17,92,55,0.75,0.6,0.4117647058823529,0.0,0.0,4.0,10.0,17.0,2.0,1.0,4,9,10,0.1396,0.4538,-0.0393977,-0.16,1719,0,0,1,1,0,0,0,0,1,0,0,4,1032.5305,24404,34240,42856,33,-40,-1786,1652,-1038,107,251,46,36,36.7888,832,222,570,27,784,37,948,12,51454,3153.1588,2953.8569
872,0,41,33,39,3,0.75,0.45,0.56,0.3333333333333333,0.5789473684210527,28.0,20.0,25.0,15.0,19.0,15,3,43,0.6329,0.7595,0.184519,2.47,1422,1,1,2,2,1,2,1,1,1,1,1,6,1508.5232,26363,38568,0,2304,6339,0,4286,0,73,195,42,30,38.7764,742,177,586,22,796,63,0,0,53350,2935.7384,2605.443
1918,33,34,34,74,0,0.6153846153846154,0.5769230769230769,0.0,0.5757575757575758,0.631578947368421,26.0,26.0,1.0,33.0,19.0,7,21,12,0.2532,1.0127,-0.215423,-3.27,1659,0,0,0,0,1,1,0,0,0,1,0,3,903.7975,23698,32071,39722,-2781,-5794,-11430,-5451,-12248,94,221,37,26,30.0542,693,138,480,-73,638,-104,765,-157,52627,4073.7071,2526.9801
1682,40,63,9,76,61,0.9166666666666666,1.0,0.7575757575757576,0.625,0.8292682926829268,12.0,12.0,33.0,16.0,41.0,17,10,39,0.4641,0.737,0.0696872,1.2,2198,0,1,4,4,0,0,1,2,1,1,1,8,1387.3157,25666,35839,45573,1493,3288,3681,1760,4025,134,368,93,55,36.4422,1048,287,551,17,766,46,958,77,104240,4210.3185,3612.6115
734,58,41,37,74,27,0.7916666666666666,0.8292682926829268,0.8,0.8,0.9,24.0,41.0,15.0,20.0,10.0,17,3,29,0.7429,0.874,0.220446,4.99,1373,1,0,2,2,0,1,1,1,1,1,1,10,1604.268,29816,41834,0,7542,11677,0,7052,0,68,179,31,24,38.0189,697,173,547,58,767,130,0,0,56110,2451.9592,2422.2433
1457,32,7,5,108,32,0.4545454545454545,0.65,0.6,0.7777777777777778,0.5,11.0,60.0,15.0,9.0,2.0,3,15,4,0.1004,0.6023,-0.114977,-0.56,1793,1,1,1,1,1,1,0,0,0,1,0,5,998.6168,24714,33403,41280,52,80,-2132,-2021,-4367,114,248,55,40,34.7016,859,178,575,10,761,-5,910,-28,53536,3528.8901,2574.6458
863,65,48,32,74,68,0.4375,0.25,0.1764705882352941,0.15,0.2,16.0,4.0,17.0,20.0,20.0,3,14,8,0.0924,0.5233,-0.0714027,-1.26,1949,0,1,1,1,1,2,0,0,0,1,0,3,1015.6901,24373,34164,42626,-1115,-920,-3111,-1461,-5038,118,334,69,53,37.0652,992,212,565,0,785,-11,1002,1,54767,2421.3956,2877.0754
1510,58,72,36,36,82,0.3333333333333333,0.6111111111111112,0.65625,0.5,0.6785714285714286,18.0,18.0,32.0,10.0,28.0,6,16,10,0.2452,0.8992,-0.156887,-1.46,1468,1,1,2,2,0,0,0,0,0,1,0,2,988.079,24478,33768,40527,-1370,-1632,-11757,-1103,-13894,73,165,27,28,34.8638,697,156,540,-36,731,-49,853,-121,44163,2965.5858,2652.0572
751,23,62,9,74,41,0.2,0.21875,0.2777777777777778,0.2333333333333333,0.4,15.0,32.0,36.0,30.0,45.0,7,18,19,0.1842,0.6579,-0.0235749,-1.71,2280,1,0,1,1,0,0,0,1,0,0,1,1,1071.7632,23342,31726,40697,-877,-2190,-6308,-2812,-10476,162,363,58,66,33.0,1038,216,551,-19,746,-38,876,-52,66105,2994.9211,3130.3684
1167,5,62,36,93,94,0.4615384615384615,0.5434782608695652,0.6097560975609756,0.6071428571428571,0.0,13.0,46.0,41.0,28.0,3.0,5,16,16,0.167,0.7016,-0.166344,-2.35,1796,0,0,1,1,0,0,0,0,0,0,0,3,897.0267,22853,32932,40377,-2245,-2850,-3377,-248,-1763,125,259,46,44,32.2049,812,152,531,-41,687,-58,868,-78,62618,3272.0379,3088.2294
1601,62,72,74,40,83,0.53125,0.5652173913043478,0.5806451612903226,0.5384615384615384,0.5625,32.0,23.0,31.0,13.0,16.0,23,7,63,0.7748,1.0107,0.0676121,1.18,1781,0,1,4,4,0,0,0,0,0,0,1,4,1285.0309,24174,33875,44411,897,1193,1313,2705,271,122,270,50,43,33.6552,793,206,579,26,746,39,878,14,88646,3806.2437,3538.1471
931,52,58,9,49,112,0.5434782608695652,0.6595744680851063,0.7297297297297297,0.6,0.5,46.0,47.0,37.0,20.0,20.0,7,19,21,0.268,0.9955,-0.0747661,-5.25,1567,0,0,0,0,0,0,0,0,0,0,0,0,973.0185,22003,32217,40641,-5265,-4336,-7930,-1983,-7673,92,176,33,37,29.8277,640,139,430,-84,632,-78,775,-85,41785,3209.1385,2619.6682
1709,52,6,73,8,38,0.3529411764705882,0.6,0.5625,0.56,0.55,34.0,15.0,16.0,25.0,20.0,16,6,39,0.5911,0.8128,0.228578,4.52,1624,1,1,4,4,0,0,1,1,1,1,1,10,1420.7882,27876,41062,50843,5001,9339,11743,6339,7629,103,263,49,33,35.8374,768,202,545,94,754,131,903,136,87764,3029.2241,2826.4286
1707,5,49,92,49,41,0.3846153846153846,0.2,0.35,0.1764705882352941,0.4,13.0,5.0,20.0,17.0,30.0,9,14,25,0.2875,0.7348,-0.0195693,-0.32,1878,1,1,2,2,0,0,0,0,1,0,1,2,1066.4856,23913,33500,42705,10,-396,-1115,-766,-2077,107,275,66,41,34.7604,878,210,554,-34,765,-45,912,-69,72244,3800.3834,3580.3834
1412,53,71,93,101,9,1.0,0.8571428571428571,1.0,0.8461538461538461,0.7575757575757576,12.0,7.0,7.0,26.0,33.0,11,5,27,0.3441,0.5005,0.154404,1.8,1918,0,0,2,2,0,0,0,0,1,1,1,2,1204.7237,25641,35215,44191,1897,3956,6068,2945,4860,140,374,94,49,34.3796,879,220,569,22,776,54,948,79,66832,2469.5099,2778.3942
340,14,83,70,76,53,0.8,0.4285714285714285,0.6470588235294118,0.25,0.7142857142857143,5.0,7.0,17.0,24.0,14.0,13,11,37,0.372,0.6867,0.0987267,0.95,2097,0,1,3,3,0,1,1,1,1,1,1,4,1214.7926,23857,33563,42152,424,1586,1503,2498,1497,134,345,78,56,35.9943,1039,219,583,91,766,104,913,122,76863,3405.9227,3380.9156
1242,7,62,36,86,125,0.2972972972972973,0.3076923076923077,0.2857142857142857,0.0,0.1428571428571428,37.0,26.0,28.0,2.0,7.0,10,23,24,0.3231,1.0662,-0.209991,-3.89,1857,0,0,0,0,0,0,0,0,0,0,0,4,999.4507,23615,33637,42565,-4730,-5747,-8027,-2814,-8785,89,236,45,46,30.2423,792,144,480,-72,650,-89,788,-103,65860,3067.9483,2993.9257
1665,12,90,46,109,75,0.0833333333333333,0.0,0.1764705882352941,0.1428571428571428,0.1666666666666666,12.0,4.0,17.0,7.0,6.0,5,15,14,0.1517,0.6067,-0.182763,-2.92,1978,0,0,0,0,0,0,0,0,0,0,0,5,946.0768,23372,32066,40051,-3132,-3985,-3915,-3750,-3331,102,244,61,41,34.7321,953,192,504,-61,711,-84,919,-67,61852,3338.7361,3253.4985
695,49,24,52,39,3,0.3846153846153846,0.56,0.45,0.3333333333333333,0.5789473684210527,13.0,25.0,20.0,15.0,19.0,2,19,4,0.0639,0.6706,-0.152924,-1.8,1879,0,1,1,1,0,1,0,0,1,0,1,4,950.0692,23320,32525,40987,-1487,-3008,-5119,-2231,-5142,106,252,50,47,33.8797,894,167,546,8,747,19,896,17,50814,3376.0298,3503.5338
221,61,24,28,8,120,0.5,0.3636363636363636,0.5,0.3809523809523809,0.6666666666666666,20.0,11.0,8.0,21.0,24.0,4,27,11,0.1549,1.2008,-0.340928,-4.64,1549,0,0,0,0,0,0,0,0,0,0,0,0,849.5675,21645,29663,37774,-5274,-11097,-16619,-7232,-14359,0,174,29,35,32.0723,685,143,500,-28,673,-40,826,-57,49049,3325.7198,2008.0826
